subj,SF1,SF2,Acc,RT,GBJ,GIST,HMAX,AlexNet-fc6
2034,Bulge,Wave,1,1586.866667,150.2919008,0.049303781,0.995188334,504.52725
2034,Balloon,Bulge,0.931034483,2421.862069,147.1281223,0.046626538,0.995574224,408.50665
2034,Bulge,Shrink,1,1539.821429,156.2337797,0.059229795,0.994578936,507.87921
2034,Skel,Bulge,1,1000.482759,152.0023367,0.055864234,0.993388096,519.0957
2035,Shrink,Wave,0.931034483,1106.551724,123.1688304,0.031504527,0.996757956,307.41324
2035,Skel,Wave,0.862068966,1046.758621,130.3044035,0.031612903,0.996599054,294.57343
2035,Skel,Shrink,0.966666667,1074.566667,132.0110711,0.034314111,0.996439514,322.77618
2035,Balloon,Shrink,1,1089.433333,136.9334726,0.04559527,0.996008686,397.15485
2035,Skel,Balloon,0.966666667,926.7,143.7180112,0.045827638,0.995019926,450.50989
2035,Balloon,Wave,1,954.8275862,140.8013227,0.041538939,0.996043232,429.11118
2035,Bulge,Wave,1,984.1724138,150.2919008,0.049303781,0.995188334,504.52725
2035,Balloon,Bulge,0.925925926,1177.037037,147.1281223,0.046626538,0.995574224,408.50665
2035,Bulge,Shrink,0.928571429,958.9642857,156.2337797,0.059229795,0.994578936,507.87921
2035,Skel,Bulge,1,871.2758621,152.0023367,0.055864234,0.993388096,519.0957
2036,Shrink,Wave,1,1217.965517,123.1688304,0.031504527,0.996757956,307.41324
2036,Skel,Wave,0.966666667,1173.733333,130.3044035,0.031612903,0.996599054,294.57343
2036,Skel,Shrink,0.966666667,1219.133333,132.0110711,0.034314111,0.996439514,322.77618
2036,Balloon,Shrink,0.9,1314.333333,136.9334726,0.04559527,0.996008686,397.15485
2036,Skel,Balloon,0.965517241,1114.517241,143.7180112,0.045827638,0.995019926,450.50989
2036,Balloon,Wave,1,930.0689655,140.8013227,0.041538939,0.996043232,429.11118
2036,Bulge,Wave,0.933333333,1101.8,150.2919008,0.049303781,0.995188334,504.52725
2036,Balloon,Bulge,0.933333333,1526.433333,147.1281223,0.046626538,0.995574224,408.50665
2036,Bulge,Shrink,1,1075.133333,156.2337797,0.059229795,0.994578936,507.87921
2036,Skel,Bulge,0.966666667,926.9666667,152.0023367,0.055864234,0.993388096,519.0957
2038,Shrink,Wave,0.925925926,1108.925926,123.1688304,0.031504527,0.996757956,307.41324
2038,Skel,Wave,0.966666667,1030.3,130.3044035,0.031612903,0.996599054,294.57343
2038,Skel,Shrink,0.896551724,1054.344828,132.0110711,0.034314111,0.996439514,322.77618
2038,Balloon,Shrink,0.931034483,983.9655172,136.9334726,0.04559527,0.996008686,397.15485
2038,Skel,Balloon,1,948.7586207,143.7180112,0.045827638,0.995019926,450.50989
2038,Balloon,Wave,1,888.5172414,140.8013227,0.041538939,0.996043232,429.11118
2038,Bulge,Wave,1,921.0333333,150.2919008,0.049303781,0.995188334,504.52725
2038,Balloon,Bulge,0.962962963,1105.851852,147.1281223,0.046626538,0.995574224,408.50665
2038,Bulge,Shrink,1,927.7,156.2337797,0.059229795,0.994578936,507.87921
2038,Skel,Bulge,0.965517241,919.3103448,152.0023367,0.055864234,0.993388096,519.0957
2039,Shrink,Wave,0.862068966,2888.724138,123.1688304,0.031504527,0.996757956,307.41324
2039,Skel,Wave,1,1489.4,130.3044035,0.031612903,0.996599054,294.57343
2039,Skel,Shrink,0.931034483,1609.862069,132.0110711,0.034314111,0.996439514,322.77618
2039,Balloon,Shrink,0.9,1507.866667,136.9334726,0.04559527,0.996008686,397.15485
2039,Skel,Balloon,1,2098.965517,143.7180112,0.045827638,0.995019926,450.50989
2039,Balloon,Wave,0.933333333,1245.966667,140.8013227,0.041538939,0.996043232,429.11118
2039,Bulge,Wave,0.866666667,1244.366667,150.2919008,0.049303781,0.995188334,504.52725
2039,Balloon,Bulge,0.9,1279.066667,147.1281223,0.046626538,0.995574224,408.50665
2039,Bulge,Shrink,0.965517241,1380.275862,156.2337797,0.059229795,0.994578936,507.87921
2039,Skel,Bulge,0.933333333,1010.9,152.0023367,0.055864234,0.993388096,519.0957
2040,Shrink,Wave,1,1749.068966,123.1688304,0.031504527,0.996757956,307.41324
2040,Skel,Wave,1,1708.5,130.3044035,0.031612903,0.996599054,294.57343
2040,Skel,Shrink,0.966666667,1929.633333,132.0110711,0.034314111,0.996439514,322.77618
2040,Balloon,Shrink,0.931034483,1886.551724,136.9334726,0.04559527,0.996008686,397.15485
2040,Skel,Balloon,1,1619.866667,143.7180112,0.045827638,0.995019926,450.50989
2040,Balloon,Wave,1,1490.3,140.8013227,0.041538939,0.996043232,429.11118
2040,Bulge,Wave,1,1570.433333,150.2919008,0.049303781,0.995188334,504.52725
2040,Balloon,Bulge,1,2446.689655,147.1281223,0.046626538,0.995574224,408.50665
2040,Bulge,Shrink,0.965517241,1853.310345,156.2337797,0.059229795,0.994578936,507.87921
2040,Skel,Bulge,1,1425.133333,152.0023367,0.055864234,0.993388096,519.0957
